trial_number,param_n_neighbors,param_n_trees,param_metric,param_search_k,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
10,5,48,euclidean,385,"[0.836821933727645, 0.8069726594415277, 0.7898096868678262, 0.8206771028703805, 0.7959825462361318]","[0.8593367125478726, 0.8286619009826564, 0.8094724186585347, 0.8469277548224156, 0.8226165202884458]","[0.9403105996505279, 0.9355150886025213, 0.9308942021483969, 0.9696056151573283, 0.9553691698245944]","[2.6364692459260457, 2.5711496490267054, 2.5301763076747577, 2.6372104728501244, 2.573968236349172]",0.8100527858287023,0.833403061459985,0.9463389350766738,2.589794782365361,0.041422786804553545
11,3,48,euclidean,391,"[0.850000100900202, 0.8078707221653977, 0.8226256936744832, 0.8467421918024332, 0.8052107740159552]","[0.8725308724290022, 0.8254027807180002, 0.8400137516769836, 0.8734895764730417, 0.8260241411186243]","[0.9357057320004087, 0.9322513043255618, 0.9258864307459465, 0.9558131382618775, 0.9353922800395985]","[2.658236705329613, 2.56552480720896, 2.588525876097413, 2.6760449065373524, 2.566627195174178]",0.8264898965116941,0.8474922244831304,0.9370097770746787,2.610991898069503,0.04691304953064716
12,3,48,euclidean,405,"[0.850000100900202, 0.8078707221653977, 0.8226256936744832, 0.8467421918024332, 0.8052107740159552]","[0.8725308724290022, 0.8254027807180002, 0.8400137516769836, 0.8734895764730417, 0.8260241411186243]","[0.9357057320004087, 0.932251298541014, 0.9258864307459465, 0.9558131382618775, 0.9353922800395985]","[2.658236705329613, 2.565524801424412, 2.588525876097413, 2.6760449065373524, 2.566627195174178]",0.8264898965116941,0.8474922244831304,0.9370097759177691,2.6109918969125934,0.046913050651898415
13,14,50,euclidean,460,"[0.7787125702756578, 0.789086301894004, 0.7744613738765477, 0.7642620866099544, 0.7707687351671426]","[0.807689730100554, 0.8152250425005565, 0.7968667772204807, 0.7922615496411052, 0.8014498031954277]","[0.9660244008257977, 0.9432482479249166, 0.9471488331837379, 0.9850376171077281, 0.9751801365353888]","[2.5524267012020094, 2.547559592319477, 2.5184769842807664, 2.541561253358788, 2.547398674897959]",0.7754582135646613,0.8026985805316247,0.9633278471155139,2.5414846412117997,0.012008061035056743
14,45,43,cosine,372,"[0.6908454852461087, 0.6834052100241043, 0.710616523645448, 0.7029604504151866, 0.6997064717863991]","[0.7235348327284268, 0.7069143492320054, 0.7404461289000368, 0.738287487758146, 0.7339218356862084]","[0.9931617410112417, 0.9874375097515116, 0.9474180470491272, 0.986699515836589, 0.970892529901044]","[2.4075420589857774, 2.3777570690076213, 2.398480699594612, 2.4279474540099217, 2.4045208373736515]",0.6975068282234493,0.7286209268609646,0.9771218687099028,2.403249623794317,0.016140859882739972
15,3,44,euclidean,333,"[0.850040100900202, 0.8078441597799401, 0.8163382899336785, 0.8470919844696359, 0.8052061673132027]","[0.872556765653087, 0.8250161746705803, 0.8356150608126489, 0.8738504206725375, 0.8260125577582119]","[0.9357028100527542, 0.9320635728055382, 0.9258879125470172, 0.9558131915717284, 0.9346919899201835]","[2.658299676606043, 2.5649239072560586, 2.5778412632933447, 2.676755596713902, 2.565910714991598]",0.8253041404793319,0.846610195913413,0.9368318953794443,2.6087462317721895,0.04856173867400672
16,10,31,euclidean,491,"[0.7945960082794845, 0.8045276315563037, 0.7848271054081098, 0.7828657917974007, 0.7897922249391339]","[0.8195883158514374, 0.8281662985604129, 0.8117957122882723, 0.8109561214586524, 0.8178439562053343]","[0.9730240159125895, 0.9481705930184173, 0.941083270775098, 0.9782403392028973, 0.9681507104233714]","[2.5872083400435115, 2.580864523135134, 2.53770608847148, 2.5720622524589505, 2.5757868915678395]",0.7913217523960865,0.8176700808728219,0.9617337858664747,2.5707256191353833,0.01727524202662916
17,19,44,euclidean,318,"[0.7551060681908097, 0.768860473785703, 0.754561113814703, 0.7550508301850141, 0.7657400640359135]","[0.7907838920789391, 0.7935139958809274, 0.7815597627404575, 0.7844090796076298, 0.8002636947197388]","[0.9684760745728304, 0.9520098533505891, 0.9528014669113557, 0.9864398094886688, 0.9677948657163763]","[2.5143660348425794, 2.5143843230172194, 2.488922343466516, 2.5258997192813126, 2.5337986244720287]",0.7598637100024286,0.7901060850055386,0.965504414007964,2.5154742090159314,0.015178227378347734
18,50,28,cosine,437,"[0.680292817760605, 0.6781738288442846, 0.701678714205539, 0.6813265452865981, 0.6908348232856945]","[0.7114708032273714, 0.7088831199928219, 0.7300441272128686, 0.7129308898262875, 0.7210387354550266]","[0.9776067280762681, 0.9869736153433685, 0.9477595863091806, 0.986138938653727, 0.9736982725943513]","[2.3693703490642446, 2.374030564180475, 2.379482427727588, 2.3803963737666125, 2.3855718313350724]",0.6864613458765442,0.7168735351428752,0.974435428195379,2.3777703092147986,0.005572007460115144
19,9,40,euclidean,407,"[0.7920072477237813, 0.79636278361587, 0.7854907449332251, 0.7808231736102228, 0.7875725694996512]","[0.8216280649993503, 0.8223920900925736, 0.8132678938069887, 0.8092663929800884, 0.8160563247941188]","[0.9688197777173388, 0.9471024452149721, 0.9358821113656889, 0.97804378217301, 0.9668970420832491]","[2.5824550904404706, 2.565857318923416, 2.5346407501059027, 2.5681333487633213, 2.570525936377019]",0.7884513038765502,0.8165221533346241,0.9593490317108518,2.564322488922026,0.01590696685836292
20,3,46,euclidean,289,"[0.8491264075287939, 0.8087532506890309, 0.8165514881205183, 0.8470764200999468, 0.803100904155308]","[0.8720265135639881, 0.8255233373573726, 0.8357145670247005, 0.8736679844896591, 0.8251654004787211]","[0.935244430688237, 0.9322247479310097, 0.9258827777090517, 0.9558124263410432, 0.9351566627680786]","[2.656397351781019, 2.566501335977413, 2.5781488328542705, 2.6765568309306493, 2.563422967402108]",0.8249216941187196,0.8464195605828884,0.9368642090874841,2.608205463789092,0.04825448120264391
21,3,50,euclidean,336,"[0.8500030599178081, 0.8078487622422574, 0.8222256936744832, 0.8470654581925748, 0.80521713523204]","[0.8725315450782793, 0.8250238471733639, 0.8397690628671488, 0.8736601418191527, 0.8260203934737573]","[0.9345725749425451, 0.932225280212877, 0.9258833163232835, 0.955812971812657, 0.9351899480161445]","[2.6571071799386328, 2.5650978896284986, 2.5878780728649153, 2.6765385718243846, 2.566427476721942]",0.8264720218518328,0.8474009980823404,0.9367368182615013,2.610609838195675,0.047007983130264996
22,7,50,euclidean,357,"[0.8089626198696359, 0.7949975442468501, 0.7913145472855141, 0.7831911501529443, 0.7876761619849596]","[0.829046558630792, 0.8156713535982882, 0.8118174903055484, 0.8114877010458599, 0.816648955984365]","[0.9540954818987383, 0.9417855355850604, 0.9356010173976823, 0.9757746606800904, 0.9607798625350132]","[2.5921046603991664, 2.5524544334301984, 2.538733054988745, 2.5704535118788945, 2.565104980504338]",0.7932284047079807,0.8169344119129708,0.9536073116193169,2.563770128240268,0.01791198004760153
23,19,45,euclidean,282,"[0.7524260420624622, 0.7672804774749236, 0.7526148161099718, 0.7495243378979585, 0.7638078598941285]","[0.787976544037522, 0.7925763558274608, 0.7790570969629769, 0.780915705206892, 0.7974459974803054]","[0.968476442018294, 0.9520080651786, 0.9510426553571524, 0.9864405072440197, 0.9677827864264266]","[2.5088790281182782, 2.5118648984809844, 2.482714568430101, 2.51688055034887, 2.5290366438008602]",0.757130706687889,0.7875943399030314,0.9651500912448985,2.509875137835819,0.01522423743747833
24,13,36,euclidean,433,"[0.7852876887390223, 0.7866556822896561, 0.7785118407291801, 0.7602582598732972, 0.7723827353127032]","[0.8183562080246002, 0.8136343264141481, 0.8081151217144441, 0.7864047427377119, 0.8029566974598332]","[0.975030191048716, 0.9482903112897051, 0.945244656379053, 0.9790425454302734, 0.9681516507490092]","[2.578674087812338, 2.5485803199935093, 2.5318716188226773, 2.5257055480412824, 2.5434910835215456]",0.7766192413887718,0.8058934192701475,0.9631518709793513,2.5456645316382707,0.01839272664626409
25,3,42,euclidean,405,"[0.850040100900202, 0.807861517240763, 0.8123111760266849, 0.846807114893734, 0.8056068136199156]","[0.872556765653087, 0.8253874368150924, 0.8321229164265452, 0.8737015398877829, 0.8262502429691706]","[0.9357027947215176, 0.9320906164345775, 0.9259822876845628, 0.955834872225674, 0.9353971768807173]","[2.6582996612748064, 2.565339570490433, 2.570416380137793, 2.676343527007191, 2.5672542334698036]",0.8245253445362598,0.8460037803503356,0.9370015495894097,2.6075306744760054,0.049178146557035715
26,16,47,cosine,240,"[0.7583295464603448, 0.7813914291218725, 0.7843455072733052, 0.7688460268983747, 0.7578009927590087]","[0.7948157493931544, 0.8133684232237726, 0.80540583220015, 0.7914468384995598, 0.7924698732375032]","[0.9866812177508676, 0.9521077434366718, 0.9397117852711072, 0.9776534061348805, 0.9654977772125103]","[2.5398265136043667, 2.5468675957823166, 2.5294631247445625, 2.5379462715328147, 2.515768643209022]",0.7701427005025812,0.799501343310828,0.9643303859612076,2.5339744297746165,0.010658880610560138
27,8,50,manhattan,493,"[0.8078967463276697, 0.8007232421533529, 0.7790025691269978, 0.8099633519494095, 0.7944428904528961]","[0.8268849653606409, 0.8224641337729299, 0.7998961022843286, 0.8467297591476547, 0.8268564325466996]","[0.9592785163129557, 0.946161356185206, 0.9248484029656252, 0.979186237609969, 0.9672380116319887]","[2.5940602280012666, 2.5693487321114885, 2.5037470743769514, 2.635879348707033, 2.5885373346315843]",0.7984057600020652,0.8245662786224507,0.9553425049411489,2.578314543565665,0.043143555863485
28,6,41,hamming,328,"[0.8413717258048257, 0.8101776658998768, 0.8164820803944552, 0.8336847960095964, 0.8106262183215266]","[0.8643846684067396, 0.832609797091671, 0.8353718352403628, 0.8537910227105658, 0.8365795789919425]","[0.9610355089991295, 0.9692688227904478, 0.9465187934768663, 0.9789990454576741, 0.9680861990099856]","[2.6667919032106946, 2.612056285781996, 2.5983727091116844, 2.6664748641778364, 2.615291996323455]",0.8224684972860562,0.8445473804882564,0.9647816739468207,2.631797551721133,0.02900514326365857
29,11,37,hamming,47,"[0.7562651561844475, 0.7778662836449028, 0.7712816027385769, 0.7428279584920371, 0.7393730201119171]","[0.796056695668516, 0.8095713937240419, 0.7927936084426936, 0.7835433883936784, 0.7726773025640554]","[0.9639850181904446, 0.9395282639239934, 0.93444141595413, 0.9755273315462586, 0.9415652380748756]","[2.516306870043408, 2.526965941292938, 2.4985166271354005, 2.501898678431974, 2.453615560750848]",0.7575228042343762,0.7909284777585971,0.9510094535379403,2.4994607355309135,0.025095591441089492
30,28,41,hamming,288,"[0.7600540091799834, 0.7788813166413646, 0.7672398291943405, 0.7668581725050523, 0.7713663232760776]","[0.7987471451604246, 0.8127750620089449, 0.7931410727990746, 0.7919971366791575, 0.8050119600764483]","[0.9919016319012505, 0.9857543966429858, 0.9624827641364364, 0.9969320277113534, 0.9940253789084216]","[2.5507027862416582, 2.5774107752932953, 2.522863666129852, 2.555787336895563, 2.5704036622609476]",0.7688799301593636,0.8003344753448101,0.9862192398600895,2.555433645364263,0.01892302998397357
31,6,47,hamming,338,"[0.8413271233425084, 0.8071099477475885, 0.8164711154821745, 0.8334341514190514, 0.8110643750875042]","[0.8643696479490592, 0.8310536789545185, 0.8345418374375159, 0.8531887537667732, 0.837391828978992]","[0.9610444910487727, 0.9697201723956794, 0.9464958150118424, 0.9765095503768414, 0.9680905614411728]","[2.66674126234034, 2.6078837990977863, 2.597508767931533, 2.663132455562666, 2.616546765507669]",0.8218813426157654,0.8441091494173719,0.9643721180548617,2.6303626100879987,0.02888881638826291
32,7,46,hamming,399,"[0.8174281515055563, 0.8120041117799635, 0.8151467612936298, 0.8052276644206013, 0.8140898814337646]","[0.8355269442799472, 0.8327196270975975, 0.8364830061893084, 0.832183721290249, 0.8405499694312826]","[0.9712736751847924, 0.9694244642405504, 0.9465466157866982, 0.980890973262687, 0.9683286702008226]","[2.624228770970296, 2.6141482031181114, 2.5981763832696365, 2.6183023589735375, 2.6229685210658698]",0.812779314086703,0.835492653657677,0.9672928797351101,2.61556484747949,0.009399334985329778
33,7,38,hamming,360,"[0.8043814408365606, 0.8120363025885443, 0.8080849258475861, 0.8127802232091031, 0.8119553629003677]","[0.8279753563189353, 0.8336430395847247, 0.8252099263094873, 0.8471426815174121, 0.8383694051581103]","[0.9712729527843975, 0.9723805861267539, 0.9465523230560616, 0.9831872056021821, 0.9683314714573628]","[2.6036297499398935, 2.618059928300023, 2.579847175213135, 2.6431101103286974, 2.6186562395158406]",0.8098476510764325,0.8344680817777339,0.9683449078053515,2.612660640659518,0.020739094568451567
34,7,32,hamming,351,"[0.8071007100164524, 0.8110086146432027, 0.8085009358852598, 0.7831594820662297, 0.8119296883165361]","[0.8303885744710066, 0.833114372532651, 0.8256126896133473, 0.8070930933282977, 0.8348206051684519]","[0.9723878413709081, 0.9699015945048883, 0.9465523988899623, 0.9831810229306884, 0.9683017005489105]","[2.609877125858367, 2.6140245816807424, 2.5806660243885697, 2.5734335983252157, 2.6150519940338985]",0.8043398861855362,0.8262058670227509,0.9680649116490716,2.598610664857359,0.01783667054769372
35,11,10,hamming,317,"[0.7942640792492535, 0.7923310997362641, 0.7626963056772621, 0.7688846531896694, 0.7994409409912709]","[0.8229350263380685, 0.8170718277460444, 0.7877839569938283, 0.7938502589668229, 0.8256250135620106]","[0.959397326414442, 0.9732080716248543, 0.9508809440997144, 0.9821765361298411, 0.9868839506224387]","[2.5765964320017636, 2.582610999107163, 2.501361206770805, 2.5449114482863333, 2.6119499051757202]",0.783523415768744,0.8094532167213548,0.970509365778258,2.5634859982683573,0.037658738768410555
36,16,38,hamming,269,"[0.7907611711179596, 0.7901782229510463, 0.78996570545469, 0.7812620480677223, 0.7710137865223838]","[0.8166595147505482, 0.8187644603271325, 0.8068612414914795, 0.8029678592825752, 0.803541678665636]","[0.9844932164390364, 0.9767925653480068, 0.956612609736724, 0.9910175719054277, 0.9907561639031663]","[2.591913902307544, 2.5857352486261855, 2.5534395566828936, 2.575247479255725, 2.565311629091186]",0.7846361868227604,0.8097589509034743,0.9799344254664722,2.574329563192707,0.013840930024035395
37,6,33,hamming,438,"[0.8320890096775283, 0.8089059141853041, 0.8164420002341346, 0.8178090469304076, 0.8113461490276592]","[0.859093853620925, 0.8310358859902203, 0.8353345740078266, 0.8455155190152724, 0.8377335531364958]","[0.959921964611792, 0.9713063627896841, 0.9465327608683488, 0.9787882904125423, 0.9580687974402394]","[2.6511048279102454, 2.6112481629652082, 2.59830933511031, 2.642112856358222, 2.6071484996043943]",0.8173184240110067,0.8417426771541481,0.9629236352245213,2.621984736389676,0.02073177995359517
38,11,33,hamming,452,"[0.7942929069862572, 0.7975686265447115, 0.7999085345401403, 0.777536588023074, 0.8133333120703132]","[0.8233340042216782, 0.819162587305386, 0.8218651660429219, 0.8004608995314522, 0.848176691271011]","[0.9777033897286442, 0.9748482606991432, 0.9552655713379719, 0.9856262208337637, 0.9869737539446782]","[2.5953303009365793, 2.5915794745492406, 2.577039271921034, 2.56362370838829, 2.6484837572860025]",0.7965279936328993,0.8225998696744898,0.9760834393088402,2.5952113026162293,0.02891075084098477
39,19,34,hamming,215,"[0.7906299182467177, 0.7841072975141631, 0.7828558593306112, 0.7771029373682452, 0.7710171357801963]","[0.8167402876123109, 0.8149247428694919, 0.8017801400078929, 0.7986489108038021, 0.8044344098370954]","[0.9864429920199212, 0.9757927665676326, 0.9562445379240079, 0.9872507600003374, 0.9905602623259191]","[2.5938131978789496, 2.5748248069512876, 2.540880537262512, 2.5630026081723845, 2.5660118079432106]",0.7811426296479868,0.8073056982261185,0.9792582637675636,2.567706591641669,0.017186394760041246
40,23,28,hamming,429,"[0.7713548755825624, 0.7841199960902436, 0.7742136423791091, 0.7616394694746289, 0.7669728792308597]","[0.8065216049482715, 0.8148309136562483, 0.798093009395829, 0.7888694826595956, 0.8006557727381373]","[0.9894750178250179, 0.9767723479436308, 0.9598259306737219, 0.9922792594036429, 0.9928028372031602]","[2.567351498355852, 2.5757232576901226, 2.53213258244866, 2.5427882115378675, 2.5604314891721573]",0.7716601725514808,0.8017941566796163,0.9822310786098347,2.5556854078409317,0.01600757095203556
41,6,39,hamming,310,"[0.8113589587437421, 0.8071209277091586, 0.8114420002341346, 0.8275355523180675, 0.8106481541592013]","[0.8311097725562331, 0.8317987843610578, 0.8282357889466924, 0.8479438843380632, 0.8366096240017283]","[0.961031866861483, 0.9722164386697426, 0.9465194108676239, 0.9767776159714374, 0.9580823840831476]","[2.6035005981614585, 2.611136150739959, 2.586197200048451, 2.652257052627568, 2.6053401622440773]",0.8136211186328607,0.835139570840755,0.9629255432906868,2.611686232764303,0.02192378629844651
42,6,42,hamming,362,"[0.8410491451596644, 0.8112365433858525, 0.8160711154821745, 0.833631149770916, 0.8106699836064146]","[0.8642296476478745, 0.8314295332735457, 0.8342942884167064, 0.8580033385574711, 0.8364539354120679]","[0.961031914294891, 0.9692539772852281, 0.9465182913793295, 0.9767735602429135, 0.9680783076192612]","[2.66631070710243, 2.611920053944626, 2.59688369527821, 2.6684080485713007, 2.6152022266377437]",0.8225315874810045,0.844882148661533,0.9643312101643247,2.631744946306862,0.02973539857320588
43,9,42,hamming,387,"[0.8022224039580514, 0.7980073513020973, 0.7938914241605101, 0.7937181748942315, 0.8092194407861141]","[0.827482478204327, 0.8195485902226985, 0.8123215417873869, 0.8213095944158673, 0.8364207343666401]","[0.9737229646481553, 0.9725937321647264, 0.9467505060735932, 0.9856071018238763, 0.9724807420156237]","[2.6034278468105336, 2.590149673689522, 2.5529634720214904, 2.600634871133975, 2.618120917168378]",0.7994117590202009,0.8234165877993839,0.9702310093451951,2.59305935616478,0.021950499049431936
44,5,24,hamming,14,"[0.6921121942616354, 0.6442476714465067, 0.6904894973338764, 0.6990341134556014, 0.6816341529338468]","[0.7310178007933349, 0.6910983468034816, 0.7243350749421354, 0.7238764263671382, 0.7205900376388498]","[0.9247678978882461, 0.8793658092795902, 0.9014867790980233, 0.9063113082680552, 0.895688163972522]","[2.3478978929432164, 2.2147118275295785, 2.316311351374035, 2.329221848090795, 2.2979123545452187]",0.6815035258862934,0.718183537308988,0.9015239917012874,2.3012110548965685,0.04622830755060207
45,32,46,hamming,463,"[0.7594364021686757, 0.7795485488967793, 0.7604506239389045, 0.7658330424654366, 0.7648923983908847]","[0.7974825381711815, 0.8131927623144548, 0.7869101591739964, 0.7937899185440982, 0.8014719305037539]","[0.9934452208982322, 0.987736542244387, 0.9629430939405289, 0.9969094387725864, 0.9942457819380104]","[2.550364161238089, 2.580477853455621, 2.51030387705343, 2.556532399782121, 2.5606101108326493]",0.7660322031721363,0.798569461741497,0.9870560155587489,2.551657680472382,0.023005745011674027
46,13,16,hamming,259,"[0.7997016528131239, 0.7866298741319316, 0.7782605808476656, 0.7664105261004726, 0.7741654896886773]","[0.8260954193003103, 0.8152286795841419, 0.7992003537710087, 0.7911293834548629, 0.8056312998554098]","[0.9627788990491678, 0.9747379623287904, 0.9578145287147225, 0.9869437187943094, 0.9879458248620036]","[2.588575971162602, 2.576596516044864, 2.535275463333397, 2.544483628349645, 2.5677426144060904]",0.7810336247163742,0.8074570271931467,0.9740441867497989,2.5625348386593196,0.01985906351256739
47,39,35,manhattan,373,"[0.7154306995495385, 0.707384229567286, 0.723277920001571, 0.7133009597444855, 0.7026712020515151]","[0.7443280972938249, 0.7433280448639207, 0.7637471619860281, 0.7444509260498435, 0.7372649812997935]","[0.9787501756873256, 0.966260478535589, 0.9531217838430888, 0.9929391640572389, 0.9776166586438407]","[2.438508972530689, 2.416972752966796, 2.4401468658306875, 2.450691049851568, 2.4175528419951493]",0.7124130021828792,0.7466238422986822,0.9737376521534167,2.4327744966349782,0.013338911450702377
48,5,43,hamming,408,"[0.8417572839671493, 0.8067150962668856, 0.8223579848386017, 0.8034790811886545, 0.8111185771037108]","[0.864774762721662, 0.8282555379385773, 0.8484740419378354, 0.8165443270097487, 0.8368811403399612]","[0.9604470829437429, 0.9650068179658778, 0.9361342298799932, 0.9762318707124418, 0.9658675915862313]","[2.666979129632554, 2.599977452171341, 2.6069662566564302, 2.596255278910845, 2.6138673090299034]",0.8170856046730004,0.8389859619895569,0.9607375186176574,2.6168090852802144,0.025800509694659402
49,5,40,hamming,417,"[0.8395704592826099, 0.806719698729203, 0.8250200522181579, 0.803858352298371, 0.8111586237984895]","[0.8629117329479247, 0.8282632240199643, 0.8501690483292224, 0.8173150165747168, 0.8367140262106271]","[0.9582193485901979, 0.9651581872606468, 0.93633439943742, 0.9743367160616667, 0.9658484546336575]","[2.660701540820732, 2.600141110009814, 2.6115234999848003, 2.5955100849347543, 2.613721104642774]",0.8172654372653663,0.839074609616491,0.9599794211967178,2.616319468078575,0.023213318935553003
50,9,30,hamming,329,"[0.8018511365083748, 0.7949731568887439, 0.8041946975879811, 0.7755179900349312, 0.7920653131941745]","[0.8248864193927737, 0.8196526533448601, 0.8289975863444203, 0.7976944992359049, 0.8190059321009768]","[0.9735049478631562, 0.9710127324538922, 0.9475777849834046, 0.9854059349621055, 0.973406874481112]","[2.6002425037643047, 2.585638542687496, 2.5807700689158057, 2.5586184242329417, 2.5844781197762634]",0.7937204588428411,0.8180474180837871,0.970181654948734,2.5819495318753622,0.013419143748909176
51,6,43,hamming,414,"[0.841018350084299, 0.8071069887299822, 0.8142459333665084, 0.8336219448462815, 0.8127488106143437]","[0.8642261846651644, 0.83105300895516, 0.8325839107692476, 0.8568842827948718, 0.8378307376797649]","[0.9621436115638126, 0.9692666589820995, 0.9465160798380703, 0.9767731348512515, 0.968092143966449]","[2.667388146313276, 2.6074266566672417, 2.5933459239738266, 2.6672793624924047, 2.6186716922605577]",0.8217484055282831,0.8445156249728418,0.9645583258403366,2.630822356341461,0.030872805760448565
52,5,43,hamming,455,"[0.8395258568202923, 0.8067150962668856, 0.8245768013290974, 0.8038923265173297, 0.8121011347324774]","[0.8627028985515429, 0.8282524444274313, 0.849654715737219, 0.8205381855167663, 0.8382073527705616]","[0.9577778382904691, 0.9654730059834704, 0.9350216256689992, 0.9749837003183879, 0.9658499809302329]","[2.6600065936623043, 2.6004405466777873, 2.6092531427353154, 2.5994142123524835, 2.6161584684332717]",0.8173622431332166,0.8398711194007042,0.9598212302383118,2.617054592772232,0.02233270960251771
