trial_number,param_n_neighbors,param_n_trees,param_metric,param_search_k,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
17,7,23,hamming,405,"[0.8065937734876695, 0.8300366942604316, 0.8218531034549115, 0.7959307971864513, 0.8270141783900803]","[0.8296007949066418, 0.8564086160280153, 0.8434684610932672, 0.8158727518055459, 0.850945362333323]","[0.9742085328737999, 0.970789692845829, 0.9529679854299385, 0.9596809159024862, 0.9730004120770878]","[2.610403101268111, 2.657235003134276, 2.618289549978117, 2.5714844648944837, 2.6509599528004912]",0.8162857093559088,0.8392591972333587,0.9661295078258283,2.6216744144150956,0.030918373400852964
18,15,35,cosine,324,"[0.7788230840524362, 0.7588090490566579, 0.8012612702130119, 0.7740925655983792, 0.781070562079299]","[0.8095647660308378, 0.7843216953872241, 0.8318659561558966, 0.7983694093885099, 0.812344871778468]","[0.9629379170185404, 0.9716107737901472, 0.9539873571830941, 0.9707115349065273, 0.9825630398415881]","[2.5513257671018144, 2.514741518234029, 2.587114583552003, 2.5431735098934163, 2.5759784736993554]",0.7788113061999569,0.8072933397481872,0.9683621245479793,2.5544667704961235,0.02547207245862164
19,7,44,hamming,181,"[0.8040248334795873, 0.8255250831880429, 0.8187765495091973, 0.7967592325210188, 0.8124661486283274]","[0.8294559873424343, 0.8514842511316901, 0.8409445937879151, 0.8171683318106133, 0.8306710707770347]","[0.9712046192020448, 0.971332127010781, 0.9538189210918029, 0.9618693513008499, 0.9693666191210566]","[2.6046854400240664, 2.648341461330514, 2.613540064388915, 2.575796915632482, 2.6125038385264188]",0.8115103694652348,0.8339448469699375,0.965518327545307,2.610973543980479,0.023161284544614854
20,31,43,hamming,427,"[0.7537285324899863, 0.759852747850669, 0.7843525516108274, 0.7558731042620647, 0.7781346012791601]","[0.7854270761850544, 0.7978648909708811, 0.8182829154043776, 0.795418062567395, 0.8151073802006592]","[0.9946975471465965, 0.9952902378340583, 0.9815192015807191, 0.9816584003414135, 0.9936825396269898]","[2.533853155821637, 2.5530078766556086, 2.5841546685959242, 2.5329495671708733, 2.586924521106809]",0.7663883074985416,0.8024200650656734,0.9893695853059554,2.5581779578701704,0.02347786970655318
21,3,37,hamming,361,"[0.8302604670215566, 0.838160559874131, 0.8388238292472905, 0.7990900103644455, 0.8558082319131008]","[0.8338776878568567, 0.840440616128259, 0.857694413855298, 0.8017198833288144, 0.8695429835368251]","[0.9646175017964631, 0.9590797962163217, 0.9428356659271493, 0.9476071959136392, 0.9505447158482848]","[2.628755656674876, 2.637680972218712, 2.6393539090297375, 2.548417089606899, 2.6758959312982107]",0.8324286196841048,0.8406551169412106,0.9529369751403717,2.6260207117656873,0.04202636182767224
22,4,32,hamming,368,"[0.8370242697279753, 0.8157930070661046, 0.8365680520691267, 0.7955956544553544, 0.8469807803669965]","[0.8500430392147719, 0.8280826066491891, 0.8603179193127718, 0.8053410030537986, 0.8648504720154387]","[0.9685074731733312, 0.9661211325296658, 0.9457415593416728, 0.9496483199478837, 0.9628124859105526]","[2.6555747821160782, 2.6099967462449594, 2.6426275307235714, 2.550584977457037, 2.6746437382929877]",0.8263923527371114,0.8417270080491941,0.9585661941806212,2.626685554966927,0.04349375959407043
23,8,31,hamming,500,"[0.8058826891385568, 0.8279604717978186, 0.8271250077978433, 0.7997684278706307, 0.8268305350450522]","[0.8287699633293272, 0.8592864991955196, 0.8474234405527328, 0.8204482598376605, 0.8546641361626633]","[0.9742048073516949, 0.9708183680403946, 0.9600317430448573, 0.967363578238394, 0.9787665588837943]","[2.608857459819579, 2.6580653390337328, 2.6345801913954334, 2.587580265946685, 2.6602612300915096]",0.8175134263299804,0.8421184598155806,0.970237011111827,2.6298688972573876,0.02818062581894709
24,8,28,hamming,448,"[0.808323619684318, 0.8307833950437654, 0.827590124076913, 0.7959742296544305, 0.8266644619263575]","[0.830012797783747, 0.8589332933632527, 0.8476643910513482, 0.8169299774089716, 0.8506241096110204]","[0.9792018449577528, 0.9712744446054958, 0.9580242899615955, 0.9673834217634879, 0.9762698637716964]","[2.6175382624258177, 2.660991133012514, 2.633278805089857, 2.58028762882689, 2.6535584353090744]",0.8178671660771568,0.8408329138436679,0.9704307730120056,2.6291308529328306,0.028806382731358205
25,14,23,hamming,499,"[0.7806434125802442, 0.7995217090739412, 0.8167744333324678, 0.7944040710490277, 0.7977589350764538]","[0.8118283313007403, 0.8262923086581808, 0.8444797945868739, 0.8197571918928109, 0.8240892163457748]","[0.9809850791948648, 0.9793926489193894, 0.9663468730040569, 0.9703172659328975, 0.9848827170459881]","[2.5734568230758494, 2.6052066666515117, 2.6276011009233984, 2.5844785288747363, 2.6067308684682167]",0.7978205122224269,0.8252893685568761,0.9763849168194392,2.5994947975987426,0.018859559379412832
26,15,42,manhattan,448,"[0.7744546384987306, 0.7804988132738029, 0.7996078010038261, 0.7614575001185007, 0.7627031043716057]","[0.8072784451934245, 0.8164550107969966, 0.8295429037751255, 0.7976258519802797, 0.7998176689167683]","[0.9588714669373927, 0.9662412157618985, 0.9765980461750597, 0.9702676868280115, 0.9889389690163499]","[2.540604550629548, 2.563195039832698, 2.6057487509540116, 2.5293510389267917, 2.551459742304724]",0.7757443714532931,0.8101439761325189,0.9721834769437425,2.558071824529555,0.026355437627977655
27,8,34,euclidean,109,"[0.7751294805830505, 0.7805014155785771, 0.7960411155381246, 0.7664080845822312, 0.759766136114608]","[0.805148959601824, 0.8127351188772374, 0.8201607330646975, 0.7976403001282129, 0.7954576104540715]","[0.9433554233500817, 0.9564448573520724, 0.940326306541448, 0.9629646898645804, 0.9664632536997094]","[2.5236338635349562, 2.5496813918078867, 2.55652815514427, 2.5270130745750246, 2.521687000268389]",0.7755692464793182,0.8062285444252086,0.9539109061615785,2.535708697066105,0.014468652110095846
28,19,23,cosine,411,"[0.7676659920782469, 0.7597085516836033, 0.7812856811344165, 0.759433342307854, 0.7678555314729519]","[0.802871208728442, 0.785134687446509, 0.8109895887742651, 0.7913492756407772, 0.8009529423888503]","[0.9698967475933395, 0.9773420075063776, 0.9673337404094623, 0.9734121180397522, 0.982465558209363]","[2.5404339484000285, 2.52218524663649, 2.5596090103181437, 2.5241947359883836, 2.551274032071165]",0.7671898197354146,0.7982595405957686,0.974090034351659,2.539539394682842,0.014682754629845422
29,29,46,euclidean,221,"[0.7098569799751975, 0.714754342233226, 0.7240059853540068, 0.7079286821919601, 0.7186557888497288]","[0.7388594553544218, 0.7492486078958451, 0.762036216811515, 0.7460986780771125, 0.7528818320389883]","[0.9665031698851732, 0.9770097463421038, 0.9703142853051203, 0.978722021087314, 0.9891588342224631]","[2.4152196052147925, 2.441012696471175, 2.456356487470642, 2.4327493813563867, 2.4606964551111803]",0.7150403557208238,0.7498249580355766,0.9763416113684349,2.4412069251248356,0.01646972729482889
30,6,41,hamming,322,"[0.8225451040510312, 0.8347612096370587, 0.8242391895129085, 0.7926570693033637, 0.8429467693275516]","[0.8443012000888497, 0.8588858628702387, 0.8415958490933323, 0.8110318875018945, 0.8766134609946419]","[0.9711034120717358, 0.9689100261552573, 0.9481945050211275, 0.9566420696597746, 0.9715112059291173]","[2.6379497162116166, 2.6625570986625546, 2.6140295436273684, 2.5603310264650325, 2.6910714362513106]",0.8234298683663827,0.8464856521097914,0.9632722437674026,2.6331877642435764,0.04452166917978133
31,5,41,hamming,468,"[0.8198846099872139, 0.8322830494432404, 0.8186450900268324, 0.7924246503238139, 0.8472012730525529]","[0.8468675027796618, 0.8558335600486332, 0.8405341341090025, 0.8131192586557785, 0.880287718666558]","[0.969816872613595, 0.9688150737318988, 0.9477498581652887, 0.951958845627553, 0.9696977238326714]","[2.6365689853804706, 2.6569316832237724, 2.6069290823011233, 2.557502754607145, 2.6971867155517826]",0.8220877345667306,0.8473284348519268,0.9616076747942014,2.6310238442128586,0.047043380884009035
32,11,36,hamming,456,"[0.7793600404693837, 0.8063075998669267, 0.8132204949378071, 0.7926238530988138, 0.8071434417112907]","[0.8090797558834545, 0.8288848595286521, 0.8368352388612145, 0.8162502072293298, 0.8308983826731898]","[0.9825293138426384, 0.9812832048117403, 0.9591945414546359, 0.9688056993243096, 0.9814566624931408]","[2.5709691101954766, 2.6164756642073193, 2.6092502752536575, 2.577679759652453, 2.6194984868776214]",0.7997310860168444,0.8243896888351682,0.974653884385293,2.5987746592373053,0.020350353736230627
33,7,30,hamming,316,"[0.8112306886873504, 0.8304745873369096, 0.8150793342994704, 0.7926100052272241, 0.8367698390724637]","[0.8382144407087954, 0.8574496440789702, 0.8372748779163008, 0.8136902720595733, 0.8692150984530255]","[0.9752674227612051, 0.9692990725162598, 0.958973840501389, 0.9570575774749248, 0.973113044395912]","[2.624712552157351, 2.6572233039321396, 2.6113280527171603, 2.5633578547617226, 2.679097981921401]",0.8172328909246837,0.8431688666433331,0.9667421915299382,2.627143949097955,0.03982137419512805
34,13,47,hamming,397,"[0.7900841354851059, 0.7964306363854599, 0.8176734655127821, 0.7967324426497874, 0.8073491815274896]","[0.8199242676037711, 0.8245928870303445, 0.8447480792118349, 0.8244151013865568, 0.8310196537414407]","[0.9831353391753281, 0.9812898768118775, 0.9597885504630796, 0.9689710258973059, 0.9833512602926328]","[2.593143742264205, 2.6023134002276818, 2.6222100951876968, 2.59011856993365, 2.621720095561563]",0.801653972312125,0.8289399977947897,0.9753072105280449,2.6059011806349597,0.01371811915626288
35,9,32,hamming,465,"[0.793428676811929, 0.8266909085326334, 0.8177913789145989, 0.7964770409764569, 0.8274866491028382]","[0.8228217689364112, 0.8563150322699705, 0.840689173718784, 0.8171807794734385, 0.8573226730713576]","[0.9808179850136299, 0.9726972336954893, 0.9650366679503491, 0.9684154330017258, 0.9787674976522486]","[2.5970684307619702, 2.6557031744980932, 2.6235172205837323, 2.5820732534516213, 2.6635768198264445]",0.8123749308676913,0.8388658854939924,0.9731469634626885,2.624387779824372,0.03179326547742459
36,6,41,manhattan,330,"[0.7986379887489018, 0.8062812013886319, 0.8218388914049091, 0.8014392291715189, 0.820320903698863]","[0.8187220780490688, 0.8304451177081026, 0.8405608528810796, 0.8198934263530353, 0.8476341413540136]","[0.9435261687691657, 0.9532668111181928, 0.9437723729533464, 0.9555755294782229, 0.9665976736897857]","[2.5608862355671365, 2.5899931302149275, 2.606172117239335, 2.576908185002777, 2.634552718742662]",0.809703642882565,0.8314511232690599,0.9525477112017426,2.593702477353368,0.025286151851051895
37,17,45,hamming,440,"[0.7837896092014732, 0.7844411051116112, 0.8066664305856892, 0.7784593574510495, 0.7955312103472171]","[0.8153485762604096, 0.8173784390709734, 0.8388397759556344, 0.8077652349683624, 0.8276214897906697]","[0.9856163029046715, 0.9868879430310831, 0.9715228271832167, 0.9716025271182716, 0.9853049151843453]","[2.584754488366554, 2.588707487213668, 2.6170290337245405, 2.5578271195376834, 2.6084576153222323]",0.789777542539408,0.8213907032092098,0.9801869030843177,2.591355148832936,0.020622077026869932
38,50,29,hamming,291,"[0.7402754532344288, 0.7335705196634227, 0.7453029447224016, 0.7151715312840607, 0.7516406975584234]","[0.7733716005235582, 0.7772353457467253, 0.7802371756904529, 0.7554690023452395, 0.7888317876394427]","[0.9963331856242895, 0.9988479332083667, 0.989672551380596, 0.985587359074538, 0.9964464025040474]","[2.5099802393822768, 2.5096537986185146, 2.51521267179345, 2.456227892703838, 2.5369188877019138]",0.7371922292925476,0.7750289823890837,0.9933774863583675,2.505598698039999,0.026632690200456353
39,22,25,hamming,472,"[0.7650070847292604, 0.7785563913719655, 0.7811441740995204, 0.7817511523236411, 0.7889908102998794]","[0.7937593679431757, 0.8136819329299633, 0.8162754367682112, 0.810536092593988, 0.8195170302587306]","[0.9845234755051555, 0.9874090847236048, 0.976879376750442, 0.979616792392607, 0.9909047326572074]","[2.5432899281775914, 2.579647409025534, 2.5742989876181737, 2.571904037310236, 2.599412573215817]",0.7790899225648533,0.8107539720988137,0.9838666924058034,2.5737105870694705,0.01802700347511675
40,38,50,euclidean,344,"[0.6999896925304906, 0.7089687436556629, 0.7205452702153439, 0.7022807055295458, 0.710307138698125]","[0.7274450745393685, 0.744327053364977, 0.7569790024810953, 0.7401019553315735, 0.7435613669585024]","[0.9874764767457738, 0.9858256344861716, 0.9730870460091978, 0.9790383971775836, 0.9933106371720978]","[2.4149112438156326, 2.4391214315068117, 2.450611318705637, 2.4214210580387032, 2.447179142828725]",0.7084183101258337,0.7424828905351033,0.9837476383181649,2.434648838979102,0.014116374952139998
41,5,39,hamming,489,"[0.8206540179958156, 0.8333733715440097, 0.8155791378769526, 0.7928332916020204, 0.8471565496995249]","[0.84725993483789, 0.8556210771221932, 0.8386008087786284, 0.8133673283153923, 0.8798145375118445]","[0.9699191113202885, 0.9712943745368237, 0.9477509531561382, 0.9519558734615262, 0.9711952585715409]","[2.637833064153994, 2.6602888232030266, 2.601930899811719, 2.558156493378939, 2.6981663457829104]",0.8219192737436647,0.8469327373131896,0.9624231142092634,2.6312751252661175,0.04809709868428413
42,3,38,hamming,475,"[0.8293331930432987, 0.8382145328686771, 0.8387141199768571, 0.7990609782832828, 0.8583070408485051]","[0.8334254034833526, 0.8404916431689703, 0.8486780385119406, 0.8018781989132481, 0.8681130109486062]","[0.9646215398853086, 0.9590511720943492, 0.9428727536947925, 0.9476038363412337, 0.9532997717401079]","[2.62738013641196, 2.6377573481319967, 2.6302649121835904, 2.5485430135377647, 2.6797198235372193]",0.8327259730041241,0.8385172590052236,0.9534898147511583,2.624733046760506,0.04251048771226198
43,5,42,hamming,430,"[0.8195157638449032, 0.8329151262259055, 0.8155282069099492, 0.792825731272394, 0.8471565496995249]","[0.8466685845594125, 0.8523891510160942, 0.8378046184607392, 0.8133597659774628, 0.8804487401311392]","[0.9698160228718716, 0.9701496165788441, 0.9477485751798322, 0.9519353040537717, 0.9709946669751514]","[2.6360003712761872, 2.6554538938208436, 2.6010814005505205, 2.5581208013036285, 2.698599956805815]",0.8215882755905353,0.8461341720289696,0.9621288371318941,2.629851284751399,0.04773395700773327
44,46,33,manhattan,479,"[0.7148775034604884, 0.7056979707267559, 0.7205040925308508, 0.7060282294071776, 0.7139718941177621]","[0.748781576110055, 0.7460141129871463, 0.7567552853670623, 0.7423559609865638, 0.7471580030121632]","[0.9741437154992515, 0.9807732107201633, 0.9885749277727132, 0.9770949509889593, 0.9866280434951055]","[2.437802795069795, 2.4324852944340654, 2.4658343056706262, 2.4254791413827004, 2.4477579406250305]",0.712215938048607,0.7482129876925983,0.9814429696952386,2.4418718954364436,0.0140159257548802
45,10,36,hamming,385,"[0.7915206810351856, 0.805592829261097, 0.8132314658648504, 0.7943878406806022, 0.8267956346117658]","[0.8209263216952558, 0.8300789648394991, 0.8368575094720363, 0.8215693896758698, 0.8574165852976902]","[0.9814737579792145, 0.9749468223020348, 0.9590043736521592, 0.965356391505527, 0.9789618170266583]","[2.593920760709656, 2.610618616402631, 2.6090933489890458, 2.581313621861999, 2.6631740369361143]",0.8063056902907002,0.8333697541960701,0.9719486324931188,2.611624076979889,0.02791753930074073
46,6,40,cosine,280,"[0.8043851351255752, 0.8236945633690267, 0.8354596794214147, 0.8081896094014169, 0.8298817720193178]","[0.8225919968693768, 0.8479607434570632, 0.8520267778991277, 0.8308183381086277, 0.8607411656842615]","[0.9521199189163799, 0.9591256728442247, 0.9408154995063991, 0.9606835907598763, 0.9684195255021532]","[2.579097050911332, 2.6307809796703143, 2.6283019568269417, 2.599691538269921, 2.6590424632057323]",0.8203221518673504,0.8428278044036913,0.9562328415058066,2.6193827977768485,0.027542861550862965
47,5,38,hamming,499,"[0.8220576119582342, 0.8337499504182895, 0.8155525935605487, 0.7924124891200215, 0.8462263171413853]","[0.848593706300618, 0.8558382760332299, 0.8379836786952469, 0.8130971310143491, 0.8783479903880922]","[0.9693458114097759, 0.9726271331569243, 0.9477527576557756, 0.9519586337076799, 0.9712034406542064]","[2.639997129668628, 2.6622153596084437, 2.6012890299115714, 2.5574682538420506, 2.695777748183684]",0.8219997924396958,0.8467721564863073,0.9625775553168724,2.6313495042428756,0.04804279831163253
48,5,38,hamming,237,"[0.8174033053340198, 0.8328885743005402, 0.8155547512263532, 0.7890047377351792, 0.8466682054554789]","[0.8464089809477149, 0.85144121224684, 0.8389544567505507, 0.8099647303073211, 0.8802440742189228]","[0.9693609905345427, 0.9688195267532693, 0.9477526302575289, 0.950420728474839, 0.9696773660655512]","[2.6331732768162777, 2.6531493133006494, 2.602261838234433, 2.549390196517339, 2.696589645739953]",0.8203039148103143,0.84540269089427,0.9612062484171462,2.62691285412173,0.04939602210521445
49,12,48,hamming,422,"[0.7870194710450857, 0.8009123201201501, 0.8199223959675893, 0.7979834114081094, 0.8098220206777832]","[0.8150243618027925, 0.8257239839083881, 0.843004699843838, 0.8257191364117671, 0.8333539728153546]","[0.9830986004058551, 0.981293795492315, 0.963246761755978, 0.9659125084798156, 0.9833575967858884]","[2.5851424332537336, 2.6079300995208534, 2.626173857567405, 2.589615056299692, 2.6265335902790263]",0.8031319238437435,0.8285652309564281,0.9753818525839704,2.607079007384142,0.017492977613998918
50,3,41,euclidean,459,"[0.8288340670276851, 0.8143127585925585, 0.811979240403876, 0.8000666301659547, 0.8556671725444963]","[0.8325392139384219, 0.8079039532943068, 0.8162417395672352, 0.795187377038961, 0.8650503652723684]","[0.9310025757717736, 0.9471007731680315, 0.9306542474759893, 0.9474117414746053, 0.9500852778283467]","[2.5923758567378807, 2.569317485054897, 2.5588752274471007, 2.542665748679521, 2.6708028156452115]",0.822171973746914,0.8233845298222586,0.9412509231437494,2.586807426712922,0.04499072422057806
51,8,39,hamming,498,"[0.8074858441020105, 0.8279402697776165, 0.8233868380382198, 0.7984979311803059, 0.8269488222065202]","[0.8290486409538564, 0.8592716016823486, 0.8430509210950636, 0.8186382906462839, 0.8547033908364297]","[0.9752601687284408, 0.9708260721431706, 0.9600229800543651, 0.9641070640011487, 0.9787645264085225]","[2.6117946537843078, 2.658037943603136, 2.6264607391876487, 2.5812432858277385, 2.660416739451472]",0.8168519410609345,0.8409425690427964,0.9697961622671295,2.6275906723708604,0.029676449238530418
52,10,36,hamming,476,"[0.7915543019045052, 0.8089835464567049, 0.8092175352633714, 0.7968290040925293, 0.8277304701618501]","[0.8231514790329716, 0.8315072037295722, 0.8295184080290265, 0.8220804421661891, 0.8579002618079321]","[0.9815765843422294, 0.9762820341483324, 0.9590203389759069, 0.9684147699192822, 0.981460289238859]","[2.596282365279706, 2.6167727843346094, 2.597756282268305, 2.5873242161780006, 2.667091021208641]",0.8068629715757922,0.8328315589531383,0.9733508033249219,2.613045333853852,0.028674582183656774
