split_file,scenario,type,class,train_ratio,val_ratio,test_ratio
S4_seed_3.pkl,original,Source,Metal surface treatment and heat treatment processing,0.3333333333333333,0.16176470588235295,0.14772727272727273
S4_seed_3.pkl,original,Source,Electronic components and electronic special materials,0.3333333333333333,0.014705882352941176,0.011363636363636364
S4_seed_3.pkl,original,Source,"Explosives, fire and fireworks product manufacturing",0.0,0.014705882352941176,0.0
S4_seed_3.pkl,original,Source,"Coatings, printing ink, paint and similar products manufacture",0.0,0.04411764705882353,0.03409090909090909
S4_seed_3.pkl,original,Source,Environmental governance industry,0.0,0.058823529411764705,0.011363636363636364
S4_seed_3.pkl,original,Source,Basic chemical raw materials manufacturing,0.0,0.23529411764705882,0.2727272727272727
S4_seed_3.pkl,original,Source,Fur tanning and products processing,0.0,0.014705882352941176,0.011363636363636364
S4_seed_3.pkl,original,Source,Steelmaking,0.0,0.014705882352941176,0.0
S4_seed_3.pkl,original,Source,Battery manufacturing,0.0,0.029411764705882353,0.03409090909090909
S4_seed_3.pkl,original,Source,Synthetic materials manufacturing,0.0,0.014705882352941176,0.022727272727272728
S4_seed_3.pkl,original,Source,Commonly used non-ferrous metal smelting,0.0,0.25,0.14772727272727273
S4_seed_3.pkl,original,Source,Universal instruments manufacturing,0.0,0.014705882352941176,0.0
S4_seed_3.pkl,original,Source,Unspecified,0.0,0.058823529411764705,0.09090909090909091
S4_seed_3.pkl,original,Source,Glass manufacturing,0.0,0.014705882352941176,0.011363636363636364
S4_seed_3.pkl,original,Source,Arts and crafts and etiquette supplies manufacturing,0.0,0.014705882352941176,0.0
S4_seed_3.pkl,original,Source,Refined petroleum products manufacturing,0.0,0.029411764705882353,0.022727272727272728
S4_seed_3.pkl,original,Source,Commonly used non-ferrous metal acquisition,0.0,0.0,0.03409090909090909
S4_seed_3.pkl,original,Source,Veterinary drug manufacturing,0.0,0.0,0.03409090909090909
S4_seed_3.pkl,original,Source,Wood processing,0.0,0.0,0.022727272727272728
S4_seed_3.pkl,original,Source,Gas drilling,0.0,0.0,0.022727272727272728
S4_seed_3.pkl,original,Source,Noble metal smelting,0.0,0.0,0.011363636363636364
S4_seed_3.pkl,original,Source,Lighting appliance manufacturing,0.0,0.0,0.011363636363636364
S4_seed_3.pkl,original,Source,Noble metal acquisition,0.0,0.0,0.011363636363636364
S4_seed_3.pkl,original,Source,Rare and rare earth metals smelting,0.0,0.0,0.022727272727272728
S4_seed_3.pkl,S4,Source,Veterinary drug manufacturing,0.012830002467308166,0.013758146270818247,0.01384083044982699
S4_seed_3.pkl,S4,Source,Wood processing,0.01677769553417222,0.0166545981173063,0.01660899653979239
S4_seed_3.pkl,S4,Source,Metal surface treatment and heat treatment processing,0.13224771773994573,0.1325126719768284,0.13217993079584775
S4_seed_3.pkl,S4,Source,"Coatings, printing ink, paint and similar products manufacture",0.0231926967678263,0.02389572773352643,0.02491349480968858
S4_seed_3.pkl,S4,Source,"Explosives, fire and fireworks product manufacturing",0.0009869232667160128,0.001448225923244026,0.001384083044982699
S4_seed_3.pkl,S4,Source,Environmental governance industry,0.08956328645447817,0.0890658942795076,0.08581314878892733
S4_seed_3.pkl,S4,Source,Basic chemical raw materials manufacturing,0.1687638786084382,0.16871832005792903,0.17093425605536333
S4_seed_3.pkl,S4,Source,Fur tanning and products processing,0.003947693066864051,0.005068790731354091,0.004844290657439446
S4_seed_3.pkl,S4,Source,Ferroalloy smelting,0.01159634838391315,0.013034033309196235,0.01245674740484429
S4_seed_3.pkl,S4,Source,Electronic components and electronic special materials,0.006661732050333087,0.0065170166545981175,0.007612456747404845
S4_seed_3.pkl,S4,Source,Glass manufacturing,0.01628423390081421,0.0166545981173063,0.01660899653979239
S4_seed_3.pkl,S4,Source,Battery manufacturing,0.02072538860103627,0.02172338884866039,0.021453287197231833
S4_seed_3.pkl,S4,Source,Steelmaking,0.005674808783617074,0.005792903692976104,0.006228373702422145
S4_seed_3.pkl,S4,Source,Unspecified,0.05699481865284974,0.055756698044895005,0.058823529411764705
S4_seed_3.pkl,S4,Source,Gas drilling,0.006415001233654083,0.0065170166545981175,0.006920415224913495
S4_seed_3.pkl,S4,Source,Commonly used non-ferrous metal acquisition,0.024179620034542316,0.02389572773352643,0.02491349480968858
S4_seed_3.pkl,S4,Source,Noble metal smelting,0.0029607698001480384,0.003620564808110065,0.0034602076124567475
S4_seed_3.pkl,S4,Source,Synthetic materials manufacturing,0.004194423883543055,0.005068790731354091,0.004844290657439446
S4_seed_3.pkl,S4,Source,Commonly used non-ferrous metal smelting,0.305452751048606,0.2990586531498914,0.2968858131487889
S4_seed_3.pkl,S4,Source,Lighting appliance manufacturing,0.0017271157167530224,0.002172338884866039,0.0020761245674740486
S4_seed_3.pkl,S4,Source,Universal instruments manufacturing,0.0009869232667160128,0.001448225923244026,0.001384083044982699
S4_seed_3.pkl,S4,Source,Arts and crafts and etiquette supplies manufacturing,0.013816925734024179,0.013758146270818247,0.01384083044982699
S4_seed_3.pkl,S4,Source,Noble metal acquisition,0.011349617567234148,0.011585807385952208,0.011764705882352941
S4_seed_3.pkl,S4,Source,Rare and rare earth metals smelting,0.019491734517641253,0.01955104996379435,0.018685121107266434
S4_seed_3.pkl,S4,Source,Refined petroleum products manufacturing,0.04317789291882556,0.042722664735698766,0.04152249134948097
S4_seed_4.pkl,original,Source,Wood processing,0.012345679012345678,0.0,0.02040816326530612
S4_seed_4.pkl,original,Source,Veterinary drug manufacturing,0.012345679012345678,0.034482758620689655,0.02040816326530612
S4_seed_4.pkl,original,Source,Metal surface treatment and heat treatment processing,0.16049382716049382,0.10344827586206896,0.1836734693877551
S4_seed_4.pkl,original,Source,"Coatings, printing ink, paint and similar products manufacture",0.04938271604938271,0.034482758620689655,0.02040816326530612
S4_seed_4.pkl,original,Source,Environmental governance industry,0.024691358024691357,0.034482758620689655,0.04081632653061224
S4_seed_4.pkl,original,Source,Basic chemical raw materials manufacturing,0.2839506172839506,0.06896551724137931,0.30612244897959184
S4_seed_4.pkl,original,Source,Fur tanning and products processing,0.024691358024691357,0.0,0.0
S4_seed_4.pkl,original,Source,Ferroalloy smelting,0.037037037037037035,0.0,0.0
S4_seed_4.pkl,original,Source,Electronic components and electronic special materials,0.024691358024691357,0.034482758620689655,0.0
S4_seed_4.pkl,original,Source,Glass manufacturing,0.012345679012345678,0.0,0.02040816326530612
S4_seed_4.pkl,original,Source,Battery manufacturing,0.037037037037037035,0.06896551724137931,0.0
S4_seed_4.pkl,original,Source,Steelmaking,0.012345679012345678,0.0,0.0
S4_seed_4.pkl,original,Source,Gas drilling,0.012345679012345678,0.034482758620689655,0.0
S4_seed_4.pkl,original,Source,Commonly used non-ferrous metal acquisition,0.012345679012345678,0.034482758620689655,0.02040816326530612
S4_seed_4.pkl,original,Source,Synthetic materials manufacturing,0.012345679012345678,0.0,0.04081632653061224
S4_seed_4.pkl,original,Source,Commonly used non-ferrous metal smelting,0.12345679012345678,0.3793103448275862,0.1836734693877551
S4_seed_4.pkl,original,Source,Universal instruments manufacturing,0.012345679012345678,0.0,0.0
S4_seed_4.pkl,original,Source,Unspecified,0.1111111111111111,0.06896551724137931,0.02040816326530612
S4_seed_4.pkl,original,Source,Rare and rare earth metals smelting,0.012345679012345678,0.0,0.02040816326530612
S4_seed_4.pkl,original,Source,Refined petroleum products manufacturing,0.012345679012345678,0.034482758620689655,0.04081632653061224
S4_seed_4.pkl,original,Source,"Explosives, fire and fireworks product manufacturing",0.0,0.034482758620689655,0.0
S4_seed_4.pkl,original,Source,Lighting appliance manufacturing,0.0,0.034482758620689655,0.0
S4_seed_4.pkl,original,Source,Noble metal smelting,0.0,0.0,0.02040816326530612
S4_seed_4.pkl,original,Source,Arts and crafts and etiquette supplies manufacturing,0.0,0.0,0.02040816326530612
S4_seed_4.pkl,original,Source,Noble metal acquisition,0.0,0.0,0.02040816326530612
S4_seed_4.pkl,S4,Source,Veterinary drug manufacturing,0.013067061143984222,0.013798111837327523,0.01313969571230982
S4_seed_4.pkl,S4,Source,Wood processing,0.016765285996055226,0.01670297748729121,0.016597510373443983
S4_seed_4.pkl,S4,Source,Metal surface treatment and heat treatment processing,0.13239644970414202,0.13217138707334786,0.13208852005532504
S4_seed_4.pkl,S4,Source,"Coatings, printing ink, paint and similar products manufacture",0.02342209072978304,0.023238925199709513,0.024896265560165973
S4_seed_4.pkl,S4,Source,"Explosives, fire and fireworks product manufacturing",0.0009861932938856016,0.0014524328249818446,0.0013831258644536654
S4_seed_4.pkl,S4,Source,Environmental governance industry,0.08949704142011834,0.08859840232389252,0.08644536652835408
S4_seed_4.pkl,S4,Source,Basic chemical raw materials manufacturing,0.16863905325443787,0.1692084241103849,0.17081604426002767
S4_seed_4.pkl,S4,Source,Fur tanning and products processing,0.004191321499013806,0.004357298474945534,0.004840940525587829
S4_seed_4.pkl,S4,Source,Ferroalloy smelting,0.011587771203155819,0.013071895424836602,0.012448132780082987
S4_seed_4.pkl,S4,Source,Electronic components and electronic special materials,0.00641025641025641,0.006535947712418301,0.008298755186721992
S4_seed_4.pkl,S4,Source,Glass manufacturing,0.016272189349112426,0.01670297748729121,0.016597510373443983
S4_seed_4.pkl,S4,Source,Battery manufacturing,0.020710059171597635,0.021060275962236745,0.022130013831258646
S4_seed_4.pkl,S4,Source,Steelmaking,0.005670611439842209,0.005809731299927378,0.006224066390041493
S4_seed_4.pkl,S4,Source,Unspecified,0.05695266272189349,0.05591866376180102,0.058782849239280774
S4_seed_4.pkl,S4,Source,Gas drilling,0.00616370808678501,0.007262164124909223,0.006915629322268326
S4_seed_4.pkl,S4,Source,Commonly used non-ferrous metal acquisition,0.02440828402366864,0.023965141612200435,0.024204702627939143
S4_seed_4.pkl,S4,Source,Noble metal smelting,0.0029585798816568047,0.0036310820624546117,0.003457814661134163
S4_seed_4.pkl,S4,Source,Synthetic materials manufacturing,0.004191321499013806,0.005083514887436456,0.004840940525587829
S4_seed_4.pkl,S4,Source,Commonly used non-ferrous metal smelting,0.3052268244575937,0.2999273783587509,0.2966804979253112
S4_seed_4.pkl,S4,Source,Lighting appliance manufacturing,0.0017258382642998027,0.002178649237472767,0.002074688796680498
S4_seed_4.pkl,S4,Source,Universal instruments manufacturing,0.0009861932938856016,0.0014524328249818446,0.0013831258644536654
S4_seed_4.pkl,S4,Source,Arts and crafts and etiquette supplies manufacturing,0.013806706114398421,0.013798111837327523,0.013831258644536652
S4_seed_4.pkl,S4,Source,Noble metal acquisition,0.011341222879684419,0.011619462599854757,0.011756569847856155
S4_seed_4.pkl,S4,Source,Rare and rare earth metals smelting,0.01947731755424063,0.0196078431372549,0.01867219917012448
S4_seed_4.pkl,S4,Source,Refined petroleum products manufacturing,0.04314595660749507,0.042846768336964415,0.04149377593360996
S4_seed_5.pkl,original,Source,"Coatings, printing ink, paint and similar products manufacture",0.0759493670886076,0.0,0.0
S4_seed_5.pkl,original,Source,Veterinary drug manufacturing,0.012658227848101266,0.017857142857142856,0.041666666666666664
S4_seed_5.pkl,original,Source,"Explosives, fire and fireworks product manufacturing",0.012658227848101266,0.0,0.0
S4_seed_5.pkl,original,Source,Metal surface treatment and heat treatment processing,0.17721518987341772,0.14285714285714285,0.125
S4_seed_5.pkl,original,Source,Environmental governance industry,0.05063291139240506,0.0,0.041666666666666664
S4_seed_5.pkl,original,Source,Ferroalloy smelting,0.02531645569620253,0.017857142857142856,0.0
S4_seed_5.pkl,original,Source,Glass manufacturing,0.012658227848101266,0.0,0.041666666666666664
S4_seed_5.pkl,original,Source,Steelmaking,0.012658227848101266,0.0,0.0
S4_seed_5.pkl,original,Source,Basic chemical raw materials manufacturing,0.22784810126582278,0.32142857142857145,0.16666666666666666
S4_seed_5.pkl,original,Source,Battery manufacturing,0.0379746835443038,0.03571428571428571,0.0
S4_seed_5.pkl,original,Source,Gas drilling,0.012658227848101266,0.0,0.041666666666666664
S4_seed_5.pkl,original,Source,Universal instruments manufacturing,0.012658227848101266,0.0,0.0
S4_seed_5.pkl,original,Source,Unspecified,0.08860759493670886,0.07142857142857142,0.041666666666666664
S4_seed_5.pkl,original,Source,Commonly used non-ferrous metal acquisition,0.012658227848101266,0.03571428571428571,0.0
S4_seed_5.pkl,original,Source,Commonly used non-ferrous metal smelting,0.189873417721519,0.16071428571428573,0.25
S4_seed_5.pkl,original,Source,Rare and rare earth metals smelting,0.012658227848101266,0.017857142857142856,0.0
S4_seed_5.pkl,original,Source,Refined petroleum products manufacturing,0.02531645569620253,0.017857142857142856,0.041666666666666664
S4_seed_5.pkl,original,Source,Synthetic materials manufacturing,0.0,0.017857142857142856,0.08333333333333333
S4_seed_5.pkl,original,Source,Wood processing,0.0,0.03571428571428571,0.0
S4_seed_5.pkl,original,Source,Fur tanning and products processing,0.0,0.017857142857142856,0.041666666666666664
S4_seed_5.pkl,original,Source,Electronic components and electronic special materials,0.0,0.03571428571428571,0.041666666666666664
S4_seed_5.pkl,original,Source,Noble metal smelting,0.0,0.017857142857142856,0.0
S4_seed_5.pkl,original,Source,Lighting appliance manufacturing,0.0,0.017857142857142856,0.0
S4_seed_5.pkl,original,Source,Noble metal acquisition,0.0,0.017857142857142856,0.0
S4_seed_5.pkl,original,Source,Arts and crafts and etiquette supplies manufacturing,0.0,0.0,0.041666666666666664
S4_seed_5.pkl,S4,Source,Veterinary drug manufacturing,0.013067061143984222,0.013788098693759071,0.01314878892733564
S4_seed_5.pkl,S4,Source,Wood processing,0.016765285996055226,0.016690856313497822,0.01660899653979239
S4_seed_5.pkl,S4,Source,Metal surface treatment and heat treatment processing,0.13214990138067062,0.1328011611030479,0.13217993079584775
S4_seed_5.pkl,S4,Source,"Coatings, printing ink, paint and similar products manufacture",0.023668639053254437,0.022496371552975326,0.02491349480968858
S4_seed_5.pkl,S4,Source,"Explosives, fire and fireworks product manufacturing",0.0009861932938856016,0.001451378809869376,0.001384083044982699
S4_seed_5.pkl,S4,Source,Environmental governance industry,0.08974358974358974,0.08853410740203194,0.08581314878892733
S4_seed_5.pkl,S4,Source,Basic chemical raw materials manufacturing,0.16888560157790927,0.1683599419448476,0.17093425605536333
S4_seed_5.pkl,S4,Source,Fur tanning and products processing,0.0039447731755424065,0.0050798258345428155,0.004844290657439446
S4_seed_5.pkl,S4,Source,Ferroalloy smelting,0.011834319526627219,0.012336719883889695,0.01245674740484429
S4_seed_5.pkl,S4,Source,Electronic components and electronic special materials,0.006656804733727811,0.006531204644412192,0.007612456747404845
S4_seed_5.pkl,S4,Source,Glass manufacturing,0.016272189349112426,0.016690856313497822,0.01660899653979239
S4_seed_5.pkl,S4,Source,Battery manufacturing,0.020710059171597635,0.02104499274310595,0.022145328719723183
S4_seed_5.pkl,S4,Source,Steelmaking,0.005670611439842209,0.005805515239477504,0.006228373702422145
S4_seed_5.pkl,S4,Source,Unspecified,0.05695266272189349,0.05660377358490566,0.05813148788927336
S4_seed_5.pkl,S4,Source,Gas drilling,0.00616370808678501,0.00725689404934688,0.006920415224913495
S4_seed_5.pkl,S4,Source,Commonly used non-ferrous metal acquisition,0.02440828402366864,0.023947750362844702,0.02422145328719723
S4_seed_5.pkl,S4,Source,Noble metal smelting,0.0029585798816568047,0.00362844702467344,0.0034602076124567475
S4_seed_5.pkl,S4,Source,Synthetic materials manufacturing,0.004191321499013806,0.0043541364296081275,0.005536332179930796
S4_seed_5.pkl,S4,Source,Commonly used non-ferrous metal smelting,0.3047337278106509,0.3011611030478955,0.2968858131487889
S4_seed_5.pkl,S4,Source,Lighting appliance manufacturing,0.0017258382642998027,0.0021770682148040637,0.0020761245674740486
S4_seed_5.pkl,S4,Source,Universal instruments manufacturing,0.0009861932938856016,0.001451378809869376,0.001384083044982699
S4_seed_5.pkl,S4,Source,Arts and crafts and etiquette supplies manufacturing,0.013806706114398421,0.013788098693759071,0.01384083044982699
S4_seed_5.pkl,S4,Source,Noble metal acquisition,0.011341222879684419,0.011611030478955007,0.011764705882352941
S4_seed_5.pkl,S4,Source,Rare and rare earth metals smelting,0.019230769230769232,0.019593613933236574,0.019377162629757784
S4_seed_5.pkl,S4,Source,Refined petroleum products manufacturing,0.04314595660749507,0.04281567489114659,0.04152249134948097
S4_seed_6.pkl,original,Source,Battery manufacturing,0.03571428571428571,0.0,0.022222222222222223
S4_seed_6.pkl,original,Source,Veterinary drug manufacturing,0.026785714285714284,0.0,0.0
S4_seed_6.pkl,original,Source,Wood processing,0.008928571428571428,0.0,0.022222222222222223
S4_seed_6.pkl,original,Source,"Coatings, printing ink, paint and similar products manufacture",0.026785714285714284,0.0,0.06666666666666667
S4_seed_6.pkl,original,Source,Metal surface treatment and heat treatment processing,0.16071428571428573,0.0,0.15555555555555556
S4_seed_6.pkl,original,Source,Environmental governance industry,0.044642857142857144,0.0,0.0
S4_seed_6.pkl,original,Source,Basic chemical raw materials manufacturing,0.24107142857142858,0.0,0.28888888888888886
S4_seed_6.pkl,original,Source,Fur tanning and products processing,0.008928571428571428,0.0,0.022222222222222223
S4_seed_6.pkl,original,Source,Ferroalloy smelting,0.026785714285714284,0.0,0.0
S4_seed_6.pkl,original,Source,Glass manufacturing,0.017857142857142856,0.0,0.0
S4_seed_6.pkl,original,Source,Electronic components and electronic special materials,0.008928571428571428,0.0,0.044444444444444446
S4_seed_6.pkl,original,Source,Steelmaking,0.008928571428571428,0.0,0.0
S4_seed_6.pkl,original,Source,Unspecified,0.0625,0.0,0.1111111111111111
S4_seed_6.pkl,original,Source,Gas drilling,0.017857142857142856,0.0,0.0
S4_seed_6.pkl,original,Source,Commonly used non-ferrous metal smelting,0.20535714285714285,0.0,0.15555555555555556
S4_seed_6.pkl,original,Source,Lighting appliance manufacturing,0.008928571428571428,0.0,0.0
S4_seed_6.pkl,original,Source,Arts and crafts and etiquette supplies manufacturing,0.008928571428571428,0.0,0.0
S4_seed_6.pkl,original,Source,Noble metal acquisition,0.008928571428571428,0.0,0.0
S4_seed_6.pkl,original,Source,Commonly used non-ferrous metal acquisition,0.017857142857142856,0.0,0.022222222222222223
S4_seed_6.pkl,original,Source,Rare and rare earth metals smelting,0.017857142857142856,0.0,0.0
S4_seed_6.pkl,original,Source,Refined petroleum products manufacturing,0.03571428571428571,0.0,0.0
S4_seed_6.pkl,original,Source,"Explosives, fire and fireworks product manufacturing",0.0,0.5,0.0
S4_seed_6.pkl,original,Source,Synthetic materials manufacturing,0.0,0.5,0.044444444444444446
S4_seed_6.pkl,original,Source,Universal instruments manufacturing,0.0,0.0,0.022222222222222223
S4_seed_6.pkl,original,Source,Noble metal smelting,0.0,0.0,0.022222222222222223
S4_seed_6.pkl,S4,Source,Veterinary drug manufacturing,0.01307673328398717,0.013788098693759071,0.013121546961325966
S4_seed_6.pkl,S4,Source,Wood processing,0.016530964717493216,0.016690856313497822,0.017265193370165747
S4_seed_6.pkl,S4,Source,Metal surface treatment and heat treatment processing,0.13249444855662473,0.1320754716981132,0.1319060773480663
S4_seed_6.pkl,S4,Source,"Coatings, printing ink, paint and similar products manufacture",0.023439427584505304,0.023947750362844702,0.024171270718232045
S4_seed_6.pkl,S4,Source,"Explosives, fire and fireworks product manufacturing",0.0009869232667160128,0.001451378809869376,0.0013812154696132596
S4_seed_6.pkl,S4,Source,Environmental governance industry,0.08981001727115717,0.08853410740203194,0.0856353591160221
S4_seed_6.pkl,S4,Source,Basic chemical raw materials manufacturing,0.1690106094251172,0.1683599419448476,0.17058011049723756
S4_seed_6.pkl,S4,Source,Fur tanning and products processing,0.003947693066864051,0.0050798258345428155,0.004834254143646409
S4_seed_6.pkl,S4,Source,Ferroalloy smelting,0.011843079200592153,0.012336719883889695,0.012430939226519336
S4_seed_6.pkl,S4,Source,Electronic components and electronic special materials,0.006415001233654083,0.006531204644412192,0.008287292817679558
S4_seed_6.pkl,S4,Source,Glass manufacturing,0.01628423390081421,0.016690856313497822,0.016574585635359115
S4_seed_6.pkl,S4,Source,Battery manufacturing,0.020972119417715273,0.020319303338171262,0.022099447513812154
S4_seed_6.pkl,S4,Source,Steelmaking,0.005674808783617074,0.005805515239477504,0.006215469613259668
S4_seed_6.pkl,S4,Source,Unspecified,0.05699481865284974,0.05587808417997097,0.05870165745856354
S4_seed_6.pkl,S4,Source,Gas drilling,0.00616827041697508,0.00725689404934688,0.006906077348066298
S4_seed_6.pkl,S4,Source,Commonly used non-ferrous metal acquisition,0.024179620034542316,0.023947750362844702,0.024861878453038673
S4_seed_6.pkl,S4,Source,Noble metal smelting,0.0029607698001480384,0.00362844702467344,0.003453038674033149
S4_seed_6.pkl,S4,Source,Synthetic materials manufacturing,0.003947693066864051,0.0050798258345428155,0.0055248618784530384
S4_seed_6.pkl,S4,Source,Commonly used non-ferrous metal smelting,0.30495928941524797,0.3011611030478955,0.2962707182320442
S4_seed_6.pkl,S4,Source,Lighting appliance manufacturing,0.0017271157167530224,0.0021770682148040637,0.0020718232044198894
S4_seed_6.pkl,S4,Source,Universal instruments manufacturing,0.0009869232667160128,0.001451378809869376,0.0013812154696132596
S4_seed_6.pkl,S4,Source,Arts and crafts and etiquette supplies manufacturing,0.013816925734024179,0.013788098693759071,0.013812154696132596
S4_seed_6.pkl,S4,Source,Noble metal acquisition,0.011349617567234148,0.011611030478955007,0.011740331491712707
S4_seed_6.pkl,S4,Source,Rare and rare earth metals smelting,0.019491734517641253,0.019593613933236574,0.018646408839779006
S4_seed_6.pkl,S4,Source,Refined petroleum products manufacturing,0.04293116210214656,0.04281567489114659,0.04212707182320442
S4_seed_7.pkl,original,Source,Veterinary drug manufacturing,0.017699115044247787,0.07142857142857142,0.0
S4_seed_7.pkl,original,Source,Wood processing,0.008849557522123894,0.07142857142857142,0.0
S4_seed_7.pkl,original,Source,Metal surface treatment and heat treatment processing,0.17699115044247787,0.07142857142857142,0.125
S4_seed_7.pkl,original,Source,"Coatings, printing ink, paint and similar products manufacture",0.05309734513274336,0.0,0.0
S4_seed_7.pkl,original,Source,"Explosives, fire and fireworks product manufacturing",0.008849557522123894,0.0,0.0
S4_seed_7.pkl,original,Source,Environmental governance industry,0.017699115044247787,0.07142857142857142,0.0625
S4_seed_7.pkl,original,Source,Basic chemical raw materials manufacturing,0.3008849557522124,0.07142857142857142,0.15625
S4_seed_7.pkl,original,Source,Fur tanning and products processing,0.017699115044247787,0.0,0.0
S4_seed_7.pkl,original,Source,Ferroalloy smelting,0.02654867256637168,0.0,0.0
S4_seed_7.pkl,original,Source,Electronic components and electronic special materials,0.02654867256637168,0.0,0.0
S4_seed_7.pkl,original,Source,Glass manufacturing,0.008849557522123894,0.0,0.03125
S4_seed_7.pkl,original,Source,Battery manufacturing,0.035398230088495575,0.07142857142857142,0.0
S4_seed_7.pkl,original,Source,Steelmaking,0.008849557522123894,0.0,0.0
S4_seed_7.pkl,original,Source,Unspecified,0.08849557522123894,0.0,0.0625
S4_seed_7.pkl,original,Source,Gas drilling,0.017699115044247787,0.0,0.0
S4_seed_7.pkl,original,Source,Commonly used non-ferrous metal acquisition,0.008849557522123894,0.07142857142857142,0.03125
S4_seed_7.pkl,original,Source,Noble metal smelting,0.008849557522123894,0.0,0.0
S4_seed_7.pkl,original,Source,Synthetic materials manufacturing,0.02654867256637168,0.0,0.0
S4_seed_7.pkl,original,Source,Commonly used non-ferrous metal smelting,0.10619469026548672,0.35714285714285715,0.40625
S4_seed_7.pkl,original,Source,Lighting appliance manufacturing,0.008849557522123894,0.0,0.0
S4_seed_7.pkl,original,Source,Universal instruments manufacturing,0.008849557522123894,0.0,0.0
S4_seed_7.pkl,original,Source,Rare and rare earth metals smelting,0.008849557522123894,0.07142857142857142,0.0
S4_seed_7.pkl,original,Source,Refined petroleum products manufacturing,0.008849557522123894,0.07142857142857142,0.0625
S4_seed_7.pkl,original,Source,Arts and crafts and etiquette supplies manufacturing,0.0,0.0,0.03125
S4_seed_7.pkl,original,Source,Noble metal acquisition,0.0,0.0,0.03125
S4_seed_7.pkl,S4,Source,Veterinary drug manufacturing,0.013083189335966429,0.013778100072516316,0.013112491373360938
S4_seed_7.pkl,S4,Source,Wood processing,0.016539126141693408,0.016678752719361856,0.01725327812284334
S4_seed_7.pkl,S4,Source,Metal surface treatment and heat treatment processing,0.13206615650456677,0.13343002175489485,0.1318150448585231
S4_seed_7.pkl,S4,Source,"Coatings, printing ink, paint and similar products manufacture",0.023204147124166873,0.023930384336475707,0.024844720496894408
S4_seed_7.pkl,S4,Source,"Explosives, fire and fireworks product manufacturing",0.0009874105159219946,0.0014503263234227702,0.0013802622498274672
S4_seed_7.pkl,S4,Source,Environmental governance industry,0.08985435694890151,0.0877447425670776,0.0862663906142167
S4_seed_7.pkl,S4,Source,Basic chemical raw materials manufacturing,0.16884719822266106,0.16896301667875271,0.1704623878536922
S4_seed_7.pkl,S4,Source,Fur tanning and products processing,0.004196494692668477,0.00435097897026831,0.004830917874396135
S4_seed_7.pkl,S4,Source,Ferroalloy smelting,0.011602073562083436,0.01305293691080493,0.012422360248447204
S4_seed_7.pkl,S4,Source,Electronic components and electronic special materials,0.0066650209824734635,0.006526468455402465,0.00759144237405107
S4_seed_7.pkl,S4,Source,Glass manufacturing,0.01629227351271291,0.016678752719361856,0.016563146997929608
S4_seed_7.pkl,S4,Source,Battery manufacturing,0.020735620834361885,0.021754894851341553,0.02139406487232574
S4_seed_7.pkl,S4,Source,Steelmaking,0.005677610466551469,0.005801305293691081,0.006211180124223602
S4_seed_7.pkl,S4,Source,Unspecified,0.05726980992347568,0.05511240029006526,0.05866114561766736
S4_seed_7.pkl,S4,Source,Gas drilling,0.006171315724512466,0.007251631617113851,0.006901311249137336
S4_seed_7.pkl,S4,Source,Commonly used non-ferrous metal acquisition,0.024191557640088866,0.023930384336475707,0.024844720496894408
S4_seed_7.pkl,S4,Source,Noble metal smelting,0.0029622315477659837,0.0036258158085569255,0.003450655624568668
S4_seed_7.pkl,S4,Source,Synthetic materials manufacturing,0.004196494692668477,0.00435097897026831,0.005521048999309869
S4_seed_7.pkl,S4,Source,Commonly used non-ferrous metal smelting,0.3053567020488768,0.30021754894851344,0.29606625258799174
S4_seed_7.pkl,S4,Source,Lighting appliance manufacturing,0.0017279684028634905,0.002175489485134155,0.002070393374741201
S4_seed_7.pkl,S4,Source,Universal instruments manufacturing,0.0009874105159219946,0.0014503263234227702,0.0013802622498274672
S4_seed_7.pkl,S4,Source,Arts and crafts and etiquette supplies manufacturing,0.013823747222907924,0.013778100072516316,0.013802622498274672
S4_seed_7.pkl,S4,Source,Noble metal acquisition,0.011355220933102938,0.011602610587382161,0.011732229123533472
S4_seed_7.pkl,S4,Source,Rare and rare earth metals smelting,0.019254505060478894,0.019579405366207395,0.01932367149758454
S4_seed_7.pkl,S4,Source,Refined petroleum products manufacturing,0.04295235744260676,0.04278462654097172,0.04209799861973775
S4_seed_8.pkl,original,Source,Fur tanning and products processing,0.013793103448275862,0.0,0.0
S4_seed_8.pkl,original,Source,Glass manufacturing,0.013793103448275862,0.0,0.0
S4_seed_8.pkl,original,Source,Gas drilling,0.013793103448275862,0.0,0.0
S4_seed_8.pkl,original,Source,Veterinary drug manufacturing,0.020689655172413793,0.0,0.0
S4_seed_8.pkl,original,Source,Wood processing,0.013793103448275862,0.0,0.0
S4_seed_8.pkl,original,Source,Metal surface treatment and heat treatment processing,0.16551724137931034,0.0,0.07692307692307693
S4_seed_8.pkl,original,Source,"Coatings, printing ink, paint and similar products manufacture",0.027586206896551724,0.0,0.15384615384615385
S4_seed_8.pkl,original,Source,Environmental governance industry,0.034482758620689655,0.0,0.0
S4_seed_8.pkl,original,Source,Basic chemical raw materials manufacturing,0.2482758620689655,0.0,0.3076923076923077
S4_seed_8.pkl,original,Source,Ferroalloy smelting,0.020689655172413793,0.0,0.0
S4_seed_8.pkl,original,Source,Electronic components and electronic special materials,0.020689655172413793,0.0,0.0
